ped. #,time (s),x (cm),y (cm)
48,388.592082,-72.4479,-64.6775
48,388.625449,-67.404,-65.2759
48,388.658816,-62.8729,-65.0195
48,388.692183,-57.9143,-65.5324
48,388.72555,-53.6397,-63.8226
48,388.758917,-49.4309,-63.2965
48,388.792284,-44.6631,-63.3951
48,388.825651,-40.303,-63.1386
48,388.859018,-35.8575,-62.6257
48,388.892385,-32.0583,-61.9459
48,388.925752,-27.4793,-61.4288
48,388.959119,-20.298,-58.6931
48,388.992486,-16.9372,-59.4006
48,389.025853,-13.7217,-58.2985
48,389.05922,-10.4664,-55.7009
48,389.092587,-4.84368,-56.4571
48,389.125954,0.220078,-56.1283
48,389.159321,4.8892,-55.0103
48,389.192688,8.76926,-55.2734
48,389.226055,12.6164,-54.8459
48,389.259422,17.3184,-55.2734
48,389.292789,20.7381,-55.2734
48,389.326156,25.4402,-55.7009
48,389.359523,29.7147,-55.7009
48,389.39289,33.6645,-55.4102
48,389.426257,37.8365,-55.2734
48,389.459624,42.966,-56.1283
48,389.492991,46.8131,-55.7009
48,389.526358,52.3701,-56.1283
48,389.559725,55.7897,-56.9832
48,389.593092,60.5773,-57.6672
48,389.626459,66.0488,-57.8382
48,389.659826,69.1265,-58.0091
48,389.693193,74.085,-57.6672
48,389.72656,77.6757,-58.0091
48,389.759927,82.4632,-57.3252
48,389.793294,87.4217,-56.9832
48,389.826661,90.8414,-56.9832
48,389.860028,94.261,-56.1283
48,389.893395,97.6807,-55.2734
48,389.926762,101.442,-55.4444
48,389.960129,106.23,-54.4185
48,389.993496,109.65,-53.5636
48,390.026863,112.642,-53.1361
48,390.06023,118.199,-52.7087
48,390.093597,122.473,-50.9988
48,390.126964,126.748,-50.9988
48,390.160331,131.877,-49.289
48,390.193698,136.152,-47.5791
48,390.227065,139.144,-47.1517
48,390.260432,144.701,-45.8693
48,390.293799,148.805,-47.0662
48,390.327166,153.25,-45.8693
48,390.360533,156.67,-45.8693
48,390.3939,161.8,-45.8693
48,390.427267,164.022,-46.5532
48,390.460634,168.639,-47.5791
48,390.494001,172.059,-47.5791
48,390.527368,176.333,-47.5791
48,390.560735,179.753,-47.5791
48,390.594102,183.675,-48.7358
48,390.627469,188.302,-49.289
48,390.660836,191.722,-49.289
48,390.694203,195.569,-50.5714
48,390.72757,200.271,-50.9988
48,390.760937,205.4,-50.9988
48,390.794304,208.82,-50.9988
48,390.827671,213.95,-52.7087
48,390.861038,219.079,-52.7087
48,390.894405,222.499,-52.7087
48,390.927772,226.26,-52.5377
48,390.961139,231.048,-50.9988
48,390.994506,236.177,-50.9988
48,391.027873,240.452,-49.289
48,391.06124,243.872,-49.289
48,391.094607,248.146,-49.289
48,391.127974,251.566,-48.4341
48,391.161341,255.841,-47.5791
48,391.194708,260.115,-47.5791
48,391.228075,263.535,-45.8693
48,391.261442,268.27,-46.4612
48,391.294809,272.084,-44.1595
48,391.328176,277.213,-43.3046
48,391.361543,279.778,-43.3046
48,391.39491,285.763,-40.7398
48,391.428277,290.892,-40.7398
48,391.461644,296.022,-40.7398
48,391.495011,299.441,-40.7398
48,391.528378,304.571,-39.8849
48,391.561745,308.845,-39.8849
48,391.595112,313.12,-39.03
48,391.628479,316.967,-40.3123
48,391.661846,321.669,-39.03
48,391.695213,325.944,-39.03
48,391.72858,330.218,-39.03
48,391.761947,335.348,-39.03
48,391.795314,339.622,-39.03
48,391.828681,343.897,-39.8849
48,391.862048,349.027,-40.7398
48,391.895415,354.156,-40.7398
48,391.928782,359.286,-40.7398
48,391.962149,364.415,-40.7398
48,391.995516,369.545,-40.7398
48,392.028883,374.674,-40.7398
48,392.06225,379.804,-39.03
48,392.095617,383.223,-39.03
48,392.128984,388.353,-39.03
48,392.162351,393.482,-38.175
48,392.195718,397.757,-37.3201
48,392.229085,402.031,-37.3201
48,392.262452,407.161,-35.6103
48,392.295819,412.291,-35.6103
48,392.329186,417.42,-34.7554
48,392.362553,422.55,-33.0455
48,392.39592,427.679,-32.1906
48,392.429287,432.809,-31.3357
48,392.462654,439.648,-31.3357
48,392.496021,444.777,-31.3357
48,392.529388,450.762,-31.3357
48,392.562755,456.746,-31.3357
48,392.596122,461.876,-32.1906
48,392.629489,467.005,-32.1906
48,392.662856,472.135,-32.1906
48,392.696223,477.264,-33.0455
48,392.72959,482.394,-33.9005
48,392.762957,487.523,-33.9005
48,392.796324,490.943,-34.7554
48,392.829691,496.072,-35.6103
48,392.863058,502.057,-36.4652
48,392.896425,508.041,-37.3201
48,392.929792,514.026,-37.3201
48,392.963159,519.241,-37.5766
48,392.996526,524.456,-37.8331
48,393.029893,529.414,-37.3201
48,393.06326,535.057,-37.4911
48,393.096627,542.238,-37.3201
48,393.129994,547.081,-37.0895
48,393.163361,551.856,-36.7156
48,393.196728,556.442,-36.3951
48,393.230095,560.929,-36.2758
49,393.263462,-603.467,94.4655
49,393.296829,-597.997,94.5874
49,393.330196,-592.367,95.0213
49,393.363563,-586.906,95.5798
49,393.39693,-581.65,96.1128
49,393.430297,-575.396,96.1325
49,393.463664,-570.513,96.6002
49,393.497031,-566.59,96.902
49,393.530398,-561.803,96.218
49,393.563765,-556.588,96.1325
49,393.597132,-552.057,96.0471
49,393.630499,-546.927,95.1921
49,393.663866,-541.798,94.3372
49,393.697233,-537.523,94.3372
49,393.7306,-531.966,92.1999
49,393.763967,-526.409,92.6274
49,393.797334,-522.135,90.9176
49,393.830701,-517.005,90.9176
49,393.864068,-507.601,90.0626
49,393.897435,-505.036,88.3528
49,393.930802,-502.472,87.4979
49,393.964169,-498.197,85.788
49,393.997536,-492.804,85.3277
49,394.030903,-488.622,86.13
49,394.06427,-485.373,87.4979
49,394.097637,-482.809,87.4979
49,394.131004,-475.542,87.0704
49,394.164371,-470.84,88.3528
49,394.197738,-465.71,88.3528
49,394.231105,-461.436,87.4979
49,394.264472,-456.306,89.2077
49,394.297839,-452.031,90.0626
49,394.331206,-446.475,88.7803
49,394.364573,-441.772,90.9176
49,394.39794,-436.643,91.7725
49,394.431307,-432.368,92.6274
49,394.464674,-427.239,92.6274
49,394.498041,-422.964,94.3372
49,394.531408,-418.177,93.6533
49,394.564775,-413.56,95.1921
49,394.598142,-409.286,95.1921
49,394.631509,-404.156,93.4823
49,394.664876,-399.881,95.1921
49,394.698243,-394.752,94.3372
49,394.73161,-390.477,94.3372
49,394.764977,-385.348,93.4823
49,394.798344,-380.218,94.3372
49,394.831711,-375.089,93.4823
49,394.865078,-369.959,93.4823
49,394.898445,-365.685,92.6274
49,394.931812,-360.555,92.6274
49,394.965179,-355.597,91.2595
49,394.998546,-350.382,91.516
49,395.031913,-346.022,92.6274
49,395.06528,-340.892,91.7725
49,395.098647,-335.763,92.6274
49,395.132014,-331.317,92.1144
49,395.165381,-327.213,93.4823
49,395.198748,-321.229,94.3372
49,395.232115,-316.954,94.3372
49,395.265482,-311.825,95.1921
49,395.298849,-306.695,95.1921
49,395.332216,-301.737,94.8502
49,395.365583,-297.291,96.0471
49,395.39895,-292.162,96.902
49,395.432317,-287.032,97.7569
49,395.465684,-281.903,98.6118
49,395.499051,-276.773,98.6118
49,395.532418,-272.157,98.7828
49,395.565785,-267.369,98.6118
49,395.599152,-262.24,98.6118
49,395.632519,-257.11,98.6118
49,395.665886,-251.981,98.6118
49,395.699253,-246.851,97.7569
49,395.73262,-241.722,97.7569
49,395.765987,-236.592,96.0471
49,395.799354,-231.463,96.0471
49,395.832721,-226.333,95.1921
49,395.866088,-221.204,94.3372
49,395.899455,-216.929,92.6274
49,395.932822,-211.8,91.7725
49,395.966189,-206.67,90.9176
49,395.999556,-201.541,90.0626
49,396.032923,-196.411,89.2077
49,396.06629,-192.136,88.3528
49,396.099657,-187.862,88.3528
49,396.133024,-182.732,88.3528
49,396.166391,-178.03,87.9253
49,396.199758,-173.328,88.3528
49,396.233125,-168.199,88.3528
49,396.266492,-163.069,87.4979
49,396.299859,-157.94,89.2077
49,396.333226,-152.81,89.2077
49,396.366593,-147.681,89.2077
49,396.39996,-143.406,89.2077
49,396.433327,-138.79,89.0367
49,396.466694,-133.404,89.2932
49,396.500061,-128.018,90.9176
49,396.533428,-124.598,91.7725
49,396.566795,-119.468,90.9176
49,396.600162,-114.681,91.0885
49,396.633529,-110.748,90.4046
49,396.666896,-105.79,90.9176
49,396.700263,-102.37,90.9176
49,396.73363,-97.5826,89.3787
49,396.766997,-92.966,89.2077
49,396.800364,-87.8365,89.2077
49,396.833731,-83.5619,88.3528
49,396.867098,-79.2873,87.4979
49,396.900465,-74.1578,87.4979
49,396.933832,-69.0283,85.788
49,396.967199,-63.8988,84.9331
49,397.000566,-58.7693,84.0782
49,397.033933,-53.6397,84.0782
49,397.0673,-50.2201,82.3684
49,397.100667,-45.0906,82.3684
49,397.134034,-40.816,82.3684
49,397.167401,-36.5414,82.3684
49,397.200768,-31.4119,82.3684
49,397.234135,-24.5725,82.3684
49,397.267502,-21.1529,82.3684
49,397.300869,-18.8183,84.3742
49,397.334236,-14.1878,84.1537
49,397.367603,-9.01302,83.5653
49,397.40097,-4.56749,83.9072
49,397.434337,-0.12191,84.2492
49,397.467704,4.49467,85.788
49,397.501071,9.45318,86.301
49,397.534438,13.0438,87.4979
49,397.567805,18.8573,87.1559
49,397.601172,23.3029,89.2077
49,397.634539,27.5775,89.2077
49,397.667906,31.852,89.2077
49,397.701273,36.9815,89.2077
49,397.73464,41.7691,87.6689
49,397.768007,45.5307,89.2077
49,397.801374,50.6602,88.3528
49,397.834741,54.9348,86.643
49,397.868108,59.2094,87.4979
49,397.901475,63.221,86.2484
49,397.934842,67.7586,85.788
49,397.968209,72.8881,85.788
49,398.001576,77.1627,84.9331
49,398.034943,81.4373,84.9331
49,398.06831,86.5668,84.0782
49,398.101677,91.6963,84.0782
49,398.135044,96.8258,84.0782
49,398.168411,101.1,84.0782
49,398.201778,106.23,84.0782
49,398.235145,110.077,82.7958
49,398.268512,114.779,84.0782
49,398.301879,119.909,84.0782
49,398.335246,124.183,84.9331
49,398.368613,128.458,85.788
49,398.40198,133.587,85.788
49,398.435347,137.862,85.788
49,398.468714,142.564,84.5057
49,398.502081,147.266,86.643
49,398.535448,151.541,86.643
49,398.568815,156.67,87.4979
49,398.602182,161.15,88.0792
49,398.635549,165.253,87.2585
49,398.668916,169.494,89.2077
49,398.702283,173.768,89.2077
49,398.73565,178.043,89.2077
49,398.769017,181.463,88.3528
49,398.802384,186.592,88.3528
49,398.835751,190.612,87.8578
49,398.869118,195.141,86.643
49,398.902485,199.174,86.2648
49,398.935852,203.099,85.7286
49,398.969219,207.231,85.3206
49,399.002586,211.267,84.6964
49,399.035953,215.63,84.2994
49,399.06932,220.059,83.7662
49,399.102687,225.918,81.5135
49,399.136054,230.383,80.8119
49,399.169421,234.468,81.5135
49,399.202788,238.83,81.5022
49,399.236155,243.017,81.5135
49,399.269522,248.146,81.5135
49,399.302889,252.018,82.021
49,399.336256,254.986,83.2233
49,399.369623,260.115,83.2233
49,399.40299,263.535,84.0782
49,399.436357,267.809,84.9331
49,399.469724,272.084,84.9331
49,399.503091,277.213,84.9331
49,399.536458,280.633,85.788
49,399.569825,285.335,87.0704
49,399.603192,288.327,87.4979
49,399.636559,292.602,87.4979
49,399.669926,296.877,88.3528
49,399.703293,301.151,88.3528
49,399.73666,305.084,90.2336
49,399.770027,309.7,90.0626
49,399.803394,313.12,90.0626
49,399.836761,316.54,90.9176
49,399.870128,319.959,90.9176
49,399.903495,323.379,90.9176
49,399.936862,326.799,90.9176
49,399.970229,330.389,91.2595
49,400.003596,333.98,90.7466
49,400.036963,337.229,90.4046
49,400.07033,341.332,89.2077
49,400.103697,346.462,89.2077
49,400.137064,349.027,89.2077
49,400.170431,353.301,87.4979
49,400.203798,356.892,86.9849
49,400.237165,360.482,85.6171
49,400.270532,364.928,85.1041
49,400.303899,369.117,84.5057
49,400.337266,372.964,84.0782
49,400.370633,378.094,83.2233
49,400.404,381.842,83.1575
49,400.437367,386.643,81.5135
49,400.470734,390.063,81.5135
49,400.504101,394.337,80.6585
49,400.537468,398.612,81.5135
49,400.570835,402.031,81.5135
49,400.604202,405.451,81.5135
49,400.637569,409.726,81.5135
49,400.670936,414,82.3684
49,400.704303,417.42,83.2233
49,400.73767,422.55,82.3684
49,400.771037,427.679,82.3684
49,400.804404,432.205,83.9273
49,400.837771,436.57,84.2492
49,400.871138,441.529,84.5912
49,400.904505,446.658,84.5912
49,400.937872,452.472,84.0782
49,400.971239,456.319,83.6508
49,401.004606,460.363,84.2097
49,401.037973,463.158,83.6508
49,401.07134,467.86,83.2233
49,401.104707,471.707,83.6508
49,401.138074,476.409,80.6585
49,401.171441,480.256,81.9409
49,401.204808,484.959,81.5135
49,401.238175,489.575,79.9746
49,401.271542,493.508,78.0938
49,401.304909,496.927,78.0938
49,401.338276,502.057,76.384
49,401.371643,506.759,75.1016
49,401.40501,511.119,73.9902
49,401.438377,516.59,72.1094
49,401.471744,522.147,72.5368
49,401.505111,525.995,71.2544
49,401.538478,530.269,70.3995
49,401.571845,535.399,71.2544
49,401.605212,539.673,70.3995
49,401.638579,544.113,69.6001
49,401.671946,548.436,68.7855
49,401.705313,552.823,67.9894
49,401.73868,557.353,67.154
49,401.772047,561.956,66.2729
50,401.805414,-600.116,-32.6872
50,401.838781,-594.465,-33.5177
50,401.872148,-588.842,-34.41
50,401.905515,-583.347,-35.4393
50,401.938882,-576.85,-35.6103
50,401.972249,-571.72,-35.6103
50,402.005616,-566.59,-36.4652
50,402.038983,-561.059,-36.3646
50,402.07235,-555.97,-36.5639
50,402.105717,-550.347,-36.4652
50,402.139084,-544.363,-35.6103
50,402.172451,-539.233,-35.6103
50,402.205818,-534.104,-35.6103
50,402.239185,-528.119,-35.6103
50,402.272552,-522.99,-35.6103
50,402.305919,-517.86,-35.6103
50,402.339286,-511.021,-33.9005
50,402.372653,-505.891,-33.9005
50,402.40602,-500.762,-33.0455
50,402.439387,-495.632,-32.1906
50,402.472754,-490.48,-32.052
50,402.506121,-486.228,-32.1906
50,402.539488,-481.954,-30.4808
50,402.572855,-475.114,-30.4808
50,402.606222,-469.985,-30.4808
50,402.639589,-464.855,-31.3357
50,402.672956,-460.153,-31.7632
50,402.706323,-456.306,-32.1906
50,402.73969,-451.177,-32.1906
50,402.773057,-444.337,-33.0455
50,402.806424,-440.063,-33.0455
50,402.839791,-434.591,-34.0715
50,402.873158,-428.949,-34.7554
50,402.906525,-423.819,-35.6103
50,402.939892,-418.69,-36.4652
50,402.973259,-413.56,-38.175
50,403.006626,-408.431,-38.175
50,403.039993,-403.301,-39.03
50,403.07336,-397.317,-39.03
50,403.106727,-393.042,-39.03
50,403.140094,-388.768,-39.03
50,403.173461,-383.809,-40.2268
50,403.206828,-379.363,-39.03
50,403.240195,-375.089,-39.03
50,403.273562,-369.959,-38.175
50,403.306929,-364.83,-38.175
50,403.340296,-359.7,-37.3201
50,403.373663,-355.084,-38.0041
50,403.40703,-350.296,-36.4652
50,403.440397,-345.167,-35.6103
50,403.473764,-340.892,-34.7554
50,403.507131,-335.763,-33.0455
50,403.540498,-330.633,-33.0455
50,403.573865,-326.359,-31.3357
50,403.607232,-321.229,-30.4808
50,403.640599,-316.954,-29.6259
50,403.673966,-312.68,-29.6259
50,403.707333,-307.55,-28.7709
50,403.7407,-303.276,-28.7709
50,403.774067,-298.146,-28.7709
50,403.807434,-294.727,-27.916
50,403.840801,-289.597,-27.916
50,403.874168,-284.81,-28.6
50,403.907535,-281.048,-28.7709
50,403.940902,-275.918,-28.7709
50,403.974269,-270.789,-29.6259
50,404.007636,-265.659,-29.6259
50,404.041003,-260.53,-31.3357
50,404.07437,-255.4,-31.3357
50,404.107737,-250.698,-32.6181
50,404.141104,-245.141,-33.0455
50,404.174471,-240.012,-33.0455
50,404.207838,-234.882,-33.0455
50,404.241205,-229.753,-33.0455
50,404.274572,-224.965,-32.8745
50,404.307939,-219.494,-31.3357
50,404.341306,-215.219,-31.3357
50,404.374673,-210.09,-31.3357
50,404.40804,-204.96,-30.4808
50,404.441407,-199.831,-29.6259
50,404.474774,-196.411,-28.7709
50,404.508141,-191.282,-27.916
50,404.541508,-186.152,-27.0611
50,404.574875,-181.023,-26.2062
50,404.608242,-176.235,-25.5223
50,404.641609,-171.618,-24.4964
50,404.674976,-165.634,-23.6414
50,404.708343,-161.359,-22.7865
50,404.74171,-156.23,-22.7865
50,404.775077,-151.1,-22.7865
50,404.808444,-146.826,-22.7865
50,404.841811,-141.696,-22.7865
50,404.875178,-137.422,-22.7865
50,404.908545,-132.292,-22.7865
50,404.941912,-128.018,-22.7865
50,404.975279,-122.888,-22.7865
50,405.008646,-118.614,-22.7865
50,405.042013,-114.339,-24.4964
50,405.07538,-110.064,-24.4964
50,405.108747,-104.593,-25.5223
50,405.142114,-100.66,-26.2062
50,405.175481,-96.3856,-27.916
50,405.208848,-91.2561,-27.916
50,405.242215,-86.9815,-27.916
50,405.275582,-82.707,-29.6259
50,405.308949,-77.5775,-29.6259
50,405.342316,-73.3029,-29.6259
50,405.375683,-69.0283,-29.6259
50,405.40905,-64.7537,-29.6259
50,405.442417,-60.4791,-29.6259
50,405.475784,-55.3496,-29.6259
50,405.509151,-51.075,-29.6259
50,405.542518,-46.8004,-29.6259
50,405.575885,-41.6709,-29.6259
50,405.609252,-38.2512,-28.7709
50,405.642619,-33.5492,-29.1984
50,405.675986,-29.702,-27.916
50,405.709353,-22.0078,-27.0611
50,405.74272,-20.298,-25.3513
50,405.776087,-16.5363,-25.1803
50,405.809454,-12.6037,-26.2062
50,405.842821,-7.47418,-25.3513
50,405.876188,-3.88352,-25.8642
50,405.909555,-0.63484,-26.2062
50,405.942922,4.49467,-26.2062
50,405.976289,7.91434,-26.2062
50,406.009656,12.1889,-26.2062
50,406.043023,15.6086,-26.2062
50,406.07639,19.8832,-27.916
50,406.109757,24.1578,-27.916
50,406.143124,28.8598,-29.1984
50,406.176491,32.707,-29.6259
50,406.209858,36.1266,-30.4808
50,406.243225,40.4012,-31.3357
50,406.276592,43.8209,-33.0455
50,406.309959,48.0955,-33.9005
50,406.343326,53.225,-34.7554
50,406.376693,57.4996,-36.4652
50,406.41006,61.7742,-38.175
50,406.443427,66.0488,-38.175
50,406.476794,69.4684,-38.175
50,406.510161,74.5979,-39.03
50,406.543528,78.0176,-39.03
50,406.576895,82.2922,-39.8849
50,406.610262,86.5668,-39.03
50,406.643629,91.3543,-39.7139
50,406.676996,95.82,-39.6334
50,406.710363,99.3906,-39.03
50,406.74373,103.665,-39.03
50,406.777097,108.795,-38.175
50,406.810464,112.214,-38.175
50,406.843831,117.344,-36.4652
50,406.877198,120.764,-36.4652
50,406.910565,125.893,-34.7554
50,406.943932,131.023,-34.7554
50,406.977299,134.945,-34.4536
50,407.010666,138.717,-33.9005
50,407.044033,142.991,-33.9005
50,407.0774,146.411,-33.9005
50,407.110767,149.831,-33.9005
50,407.144134,153.25,-33.9005
50,407.177501,157.525,-33.0455
50,407.210868,161.8,-33.0455
50,407.244235,165.219,-33.0455
50,407.277602,168.639,-33.0455
50,407.310969,172.059,-33.0455
50,407.344336,175.478,-33.0455
50,407.377703,178.898,-33.0455
50,407.41107,182.318,-34.7554
50,407.444437,185.737,-34.7554
50,407.477804,190.867,-36.4652
50,407.511171,194.286,-36.4652
50,407.544538,198.511,-37.5213
50,407.577905,201.553,-38.6025
50,407.611272,206.255,-38.175
50,407.644639,209.675,-38.175
50,407.678006,213.95,-38.175
50,407.711373,217.369,-38.175
50,407.74474,220.789,-38.175
50,407.778107,225.063,-38.175
50,407.811474,228.483,-38.175
50,407.844841,231.903,-38.175
50,407.878208,236.177,-37.3201
50,407.911575,238.742,-36.4652
50,407.944942,242.162,-36.4652
50,407.978309,245.713,-35.8076
50,408.011676,249.001,-34.7554
50,408.045043,252.421,-33.0455
50,408.07841,255.841,-32.1906
50,408.111777,259.26,-31.3357
50,408.145144,262.68,-29.6259
50,408.178511,266.1,-29.6259
50,408.211878,269.519,-27.916
50,408.245245,273.794,-27.916
50,408.278612,277.213,-26.2062
50,408.311979,281.488,-26.2062
50,408.345346,284.908,-26.2062
50,408.378713,288.327,-26.2062
50,408.41208,292.602,-26.2062
50,408.445447,296.877,-26.2062
50,408.478814,300.296,-26.2062
50,408.512181,304.571,-26.2062
50,408.545548,308.845,-26.2062
50,408.578915,312.265,-27.916
50,408.612282,316.54,-27.916
50,408.645649,320.814,-29.6259
50,408.679016,325.089,-29.6259
50,408.712383,329.514,-30.7322
50,408.74575,334.493,-31.3357
50,408.779117,338.768,-31.3357
50,408.812484,343.042,-31.3357
50,408.845851,347.317,-31.3357
50,408.879218,351.591,-31.3357
50,408.912585,356.1,-30.9746
50,408.945952,360.945,-30.6819
50,408.979319,365.27,-29.6259
50,409.012686,368.69,-29.6259
50,409.046053,373.819,-29.6259
50,409.07942,378.094,-29.6259
50,409.112787,382.368,-27.916
50,409.146154,387.498,-27.916
50,409.179521,391.772,-27.0611
50,409.212888,396.047,-26.2062
50,409.246255,401.177,-25.3513
50,409.279622,406.306,-24.4964
50,409.312989,410.581,-24.4964
50,409.346356,414.855,-24.4964
50,409.379723,419.985,-24.4964
50,409.41309,425.114,-24.4964
50,409.446457,428.534,-24.4964
50,409.479824,433.663,-24.4964
50,409.513191,437.813,-24.5595
50,409.546558,442.213,-25.3513
50,409.579925,444.274,-25.8205
50,409.613292,453.327,-26.2062
50,409.646659,456.746,-26.2062
50,409.680026,460.166,-25.3513
50,409.713393,464.868,-28.3435
50,409.74676,469.57,-28.7709
50,409.780127,474.7,-29.6259
50,409.813494,479.829,-31.3357
50,409.846861,484.959,-31.3357
50,409.880228,490.088,-32.1906
50,409.913595,495.218,-33.0455
50,409.946962,500.347,-33.0455
50,409.980329,505.477,-33.0455
50,410.013696,510.606,-33.0455
50,410.047063,514.026,-33.0455
50,410.08043,519.155,-33.0455
50,410.113797,524.285,-33.0455
50,410.147164,529.414,-33.0455
50,410.180531,534.544,-33.0455
50,410.213898,539.291,-32.6516
50,410.247265,544.803,-32.1906
50,410.280632,549.627,-31.5549
50,410.313999,554.503,-31.085
50,410.347366,559.726,-30.2865
51,410.380733,-604.139,-39.6567
51,410.4141,-599.066,-39.3091
51,410.447467,-593.795,-39.0863
51,410.480834,-588.758,-39.0253
51,410.514201,-583.689,-39.03
51,410.547568,-575.14,-39.03
51,410.580935,-570.01,-39.8849
51,410.614302,-564.881,-39.8849
51,410.647669,-559.751,-39.8849
51,410.681036,-554.622,-40.7398
51,410.714403,-548.637,-40.7398
51,410.74777,-542.653,-41.5947
51,410.781137,-537.523,-41.5947
51,410.814504,-532.394,-42.4496
51,410.847871,-527.264,-43.3046
51,410.881238,-521.28,-44.1595
51,410.914605,-516.15,-45.0144
51,410.947972,-511.021,-45.0144
51,410.981339,-505.891,-45.8693
51,411.014706,-501.617,-45.0144
51,411.048073,-496.487,-45.0144
51,411.08144,-491.358,-45.8693
51,411.114807,-487.083,-46.7242
51,411.148174,-484.518,-45.0144
51,411.181541,-476.824,-45.0144
51,411.214908,-472.55,-45.0144
51,411.248275,-467.42,-44.1595
51,411.281642,-462.291,-44.1595
51,411.315009,-457.161,-44.1595
51,411.348376,-452.031,-43.3046
51,411.381743,-446.902,-42.4496
51,411.41511,-441.772,-41.5947
51,411.448477,-436.643,-41.5947
51,411.481844,-431.513,-39.8849
51,411.515211,-426.384,-39.8849
51,411.548578,-421.254,-39.03
51,411.581945,-416.125,-38.175
51,411.615312,-410.995,-37.3201
51,411.648679,-405.866,-37.3201
51,411.682046,-400.736,-37.3201
51,411.715413,-396.462,-37.3201
51,411.74878,-391.332,-38.175
51,411.782147,-386.203,-38.175
51,411.815514,-382.783,-39.03
51,411.848881,-377.654,-39.03
51,411.882248,-372.524,-39.8849
51,411.915615,-368.25,-39.8849
51,411.948982,-363.12,-40.7398
51,411.982349,-357.991,-41.5947
51,412.015716,-352.861,-41.5947
51,412.049083,-347.732,-42.4496
51,412.08245,-342.602,-43.3046
51,412.115817,-337.472,-44.1595
51,412.149184,-332.343,-45.0144
51,412.182551,-327.213,-45.0144
51,412.215918,-322.084,-45.0144
51,412.249285,-316.954,-45.0144
51,412.282652,-311.825,-45.0144
51,412.316019,-306.695,-45.0144
51,412.349386,-302.421,-45.0144
51,412.382753,-297.291,-44.1595
51,412.41612,-293.872,-44.1595
51,412.449487,-288.742,-44.1595
51,412.482854,-283.613,-44.1595
51,412.516221,-278.483,-42.4496
51,412.549588,-273.354,-42.4496
51,412.582955,-268.224,-41.5947
51,412.616322,-263.95,-39.8849
51,412.649689,-258.82,-39.03
51,412.683056,-253.691,-38.175
51,412.716423,-248.561,-36.4652
51,412.74979,-243.175,-36.5507
51,412.783157,-237.447,-35.6103
51,412.816524,-231.463,-34.7554
51,412.849891,-227.188,-34.7554
51,412.883258,-222.059,-33.9005
51,412.916625,-216.929,-33.9005
51,412.949992,-211.8,-34.7554
51,412.983359,-207.525,-34.7554
51,413.016726,-203.25,-35.6103
51,413.050093,-198.121,-35.6103
51,413.08346,-192.991,-37.3201
51,413.116827,-187.862,-37.3201
51,413.150194,-182.732,-38.175
51,413.183561,-177.603,-38.175
51,413.216928,-173.328,-39.03
51,413.250295,-167.429,-39.6284
51,413.283662,-162.385,-41.0818
51,413.317029,-157.085,-41.5947
51,413.350396,-151.955,-41.5947
51,413.383763,-145.971,-41.5947
51,413.41713,-140.841,-41.5947
51,413.450497,-136.567,-41.5947
51,413.483864,-131.437,-40.7398
51,413.517231,-126.308,-40.7398
51,413.550598,-122.888,-39.8849
51,413.583965,-117.759,-39.03
51,413.617332,-113.997,-39.201
51,413.650699,-109.209,-38.175
51,413.684066,-104.935,-38.175
51,413.717433,-100.66,-37.3201
51,413.7508,-95.5307,-36.4652
51,413.784167,-91.2561,-35.6103
51,413.817534,-86.9815,-34.7554
51,413.850901,-81.852,-33.0455
51,413.884268,-77.5775,-32.1906
51,413.917635,-72.4479,-31.3357
51,413.951002,-67.3184,-29.6259
51,413.984369,-63.8988,-29.6259
51,414.017736,-58.7693,-28.7709
51,414.051103,-55.2993,-29.4247
51,414.08447,-50.2201,-28.7709
51,414.117837,-45.9455,-28.7709
51,414.151204,-42.5258,-28.7709
51,414.184571,-38.2512,-28.7709
51,414.217938,-33.9766,-28.7709
51,414.251305,-25.4275,-29.6259
51,414.284672,-22.8627,-29.6259
51,414.318039,-20.8622,-29.9507
51,414.351406,-17.8187,-30.2243
51,414.384773,-13.4586,-31.3357
51,414.41814,-9.18402,-31.3357
51,414.451507,-4.90943,-31.3357
51,414.484874,-0.63484,-33.0455
51,414.518241,4.49467,-33.0455
51,414.551608,7.91434,-33.9005
51,414.584975,13.0438,-34.7554
51,414.618342,18.1734,-34.7554
51,414.651709,23.3029,-34.7554
51,414.685076,26.7225,-34.7554
51,414.718443,31.852,-33.9005
51,414.75181,36.9815,-33.9005
51,414.785177,40.4012,-33.0455
51,414.818544,45.5307,-33.0455
51,414.851911,48.9504,-33.0455
51,414.885278,54.0799,-32.1906
51,414.918645,58.3545,-32.1906
51,414.952012,62.6291,-31.3357
51,414.985379,66.9037,-31.3357
51,415.018746,71.1783,-29.6259
51,415.052113,75.4529,-29.6259
51,415.08548,80.5824,-27.916
51,415.118847,84.8569,-27.916
51,415.152214,89.1315,-26.2062
51,415.185581,93.4061,-26.2062
51,415.218948,98.5356,-26.2062
51,415.252315,101.955,-26.2062
51,415.285682,107.085,-26.2062
51,415.319049,110.504,-26.2062
51,415.352416,115.634,-26.2062
51,415.385783,119.054,-26.2062
51,415.41915,122.473,-26.2062
51,415.452517,127.603,-27.0611
51,415.485884,131.023,-27.916
51,415.519251,135.297,-27.916
51,415.552618,138.717,-29.6259
51,415.585985,142.991,-30.4808
51,415.619352,146.411,-31.3357
